chunk_id,source_file,chunk_index,chunk_text
94,facebook.pdf,93,"e submitted to the board for its review due to technical and/or legal limitations � for example, some content is not technically or operationally feasible to be sent to the board; other content is not eligible to be submitted because of legal restrictions � 1.2.1 content not available for board review the following types of content are not available for the board’s review, unless reassessed in the future by facebook: content types: content posted through marketplace, fundraisers, facebook dating"
95,facebook.pdf,94," through marketplace, fundraisers, facebook dating, messages, and spam � decision types: decisions made on reports involving intellectual property or pursuant to legal obligations � services: content on whatsapp, messenger, instagram direct, and oculus � 1.2.2 legal obligations nothing in these bylaws or other governing documents will be interpreted in a manner that would result in a violation of law by facebook � cases that meet the following criteria will not be eligible for the board to revie"
96,facebook.pdf,95,"iteria will not be eligible for the board to review: where the underlying content has already been blocked, following the receipt of a valid report of illegality, and not removed for a community standards violation; 17oversight board bylaws january 2022 where the underlying content is criminally unlawful in a jurisdiction with a connection to the content (such as the jurisdiction of the posting party and/or the reporting party) and where a board decision to allow the content on the platform coul"
97,facebook.pdf,96,"decision to allow the content on the platform could lead to criminal liability for facebook, facebook employees, the administration, or the board’s members; or where the underlying content is unlawful in a jurisdiction with a connection to the content (such as the jurisdiction of the posting party and/or the reporting party) and where a board decision to allow the content on the platform could lead to adverse governmental action against facebook, facebook employees, the administration, or the bo"
98,facebook.pdf,97," facebook employees, the administration, or the board’s members � 1.3 resource allocation facebook will commit to providing funding to support the board’s operations � in addition, it will allocate internal resources to ensure that the board’s questions are answered, decisions are appropriately implemented and recommendations considered � 1.3.1 funding facebook will fund the trust upfront for at least six (6) years � it will review the annual reports prepared by the trust to determine the operat"
99,facebook.pdf,98,"orts prepared by the trust to determine the operational and procedural effectiveness of the board � facebook will use the reports prepared by the trust to determine future funding allocations to the board � facebook’s grant of money to the trust will be irrevocable � 1.3.2 internal resources the internal resources and teams allocated by facebook may vary over time and in accordance with the board’s needs � however, facebook will assign resources to support the development of case files for the b"
100,facebook.pdf,99,"to support the development of case files for the board’s review and ensure implementation of the board’s decisions � at a minimum, facebook will dedicate sufficient resources to allow for the following organizational functions: providing an operations case manager, as well as other operations support; assisting with the identification of cases that facebook will submit to the board; providing a case history to the board for its review; responding to other requests for information the board may h"
101,facebook.pdf,100," to other requests for information the board may have; and ensuring that the board’s decisions are implemented; providing a policy liaison, as well as other policy support; assisting with the identification of cases that facebook will refer for the board’s review; providing the policy rationale behind facebook’s decision; giving expert guidance to the board on the policies involved in each case; and responding to policy advisory statements from the board; ensuring that facebook has sufficient le"
102,facebook.pdf,101,he board; ensuring that facebook has sufficient legal specialists to review cases for legal risk; assessing facebook’s legal obligations with respect to implementation of the board’s decisions and privacy compliance; and protecting the data of people who use facebook’s services; 18oversight board bylaws january 2022 dedicating resources for cross-functional support to ensure that facebook responds to and implements board decisions; communicating product and engineering developments to the board;
103,facebook.pdf,102,"product and engineering developments to the board; and providing product and engineering resources, including a product manager, to support the board's infrastructure; building the internal systems to support the appeal of additional content types and objects � in addition, facebook will maintain responsibility for the development and maintenance of tools that the board uses to review and decide upon cases, including the board’s website and case management tool � 1.4 confidentiality, privacy, an"
104,facebook.pdf,103,"management tool � 1.4 confidentiality, privacy, and data security facebook will only provide data to the board in compliance with applicable laws and regulations � in some situations, this may require the express consent from one or more persons before a review may proceed � the board will handle any such data provided by facebook, as instructed by facebook, and in compliance with applicable laws and regulations � it will only use this data for the purpose of considering a case � the board will "
105,facebook.pdf,104,"he purpose of considering a case � the board will not release information relating to people who use facebook’s services except when approved in a final decision, in accordance with these bylaws � 34 section 2: facebook case submissions, information for board review, and implementation facebook will be able to refer cases for the board’s review. 35 facebook will also commit that it will provide information reasonably required for the board to make its decisions; 36 implement the board’s binding "
106,facebook.pdf,105,"e its decisions; 36 implement the board’s binding decisions; 37 and take action on advisory policy statements. 38 2.1 facebook case submissions facebook will have the ability to refer cases to the board both on an ongoing basis and under emergency circumstances, with the latter being heard under the process for expedited review� 39 outside of the criteria expressly stated in article 3, facebook may refer additional content types to the board for review � 40 facebook will also be able to request "
107,facebook.pdf,106,"review � 40 facebook will also be able to request advisory policy statements from the board � 41 2.1.1 regular case submissions facebook will directly refer cases to the board that are significant and difficult � significant means that the content in question involves real-world impact and issues that are severe, large-scale, and/or important for public discourse � difficult means the content raises questions about current policies or their enforcement, with strong arguments on both sides for ei"
108,facebook.pdf,107,"cement, with strong arguments on both sides for either removing or leaving up the content under review� the board has sole discretion to accept or reject cases that are referred through this process � 19oversight board bylaws january 2022 2.1.2 expedited review in exceptional circumstances, including when content could result in urgent real-world consequences, facebook may send cases to the board for an automatic and expedited review, which will be completed within a maximum of thirty (30) days "
109,facebook.pdf,108,"be completed within a maximum of thirty (30) days � pending board decisions, facebook retains the right to make interim decisions with regard to difficult and disputed content, including content that is urgent and requires expedited review � facebook, however, agrees to be bound by the board’s ultimate determination in such matters � 2.1.3 requests for policy guidance separate from the review of an individual case, facebook may request a policy advisory statement from the board � 42 the board ma"
110,facebook.pdf,109,"dvisory statement from the board � 42 the board may accept or reject these requests, and it will hear such requests using the same procedures as other cases � facebook will provide additional context or policy information needed to inform the board’s consideration of an issue and, if necessary, the board can avail itself of outside subject-matter experts � once the board has provided an opinion, both facebook’s request and the board response will be made public � 2.2 case procedures and timeline"
111,facebook.pdf,110," be made public � 2.2 case procedures and timelines facebook will prepare cases to submit to the board, including necessary information on the content in question � 2.2.1 preparation facebook will use its internal criteria to identify cases for referral to the board �43 it will submit those cases through a dedicated portal for facebook submission � 2.2.2 information for case review for any case selected for review, facebook will provide the following information about the content in question: a "
112,facebook.pdf,111,"wing information about the content in question: a graphic of the content in question; information about where the content was posted (e �g� a page, profile, or group); basic information about the person who posted or reported the content that relates to the appeal or content in question; and the case history of the content under review, such as the initial content reviewer action(s), the date and time of appeal � in addition, the board will also receive the policy rationale for facebook’s ultima"
113,facebook.pdf,112,"receive the policy rationale for facebook’s ultimate decision, which will include a citation of the relevant policy implicated as well as facebook’s rationale for reaching its decision � 20oversight board bylaws january 2022 beyond the items listed above, the board can request additional information that is reasonably required for it to make a decision � in such instances, facebook may provide the following: information on engagement and reach of the content; reporting information; case history,"
114,facebook.pdf,113," the content; reporting information; case history, including facebook’s enforcement actions; information regarding facebook's decision and policies; and/or additional pieces of content similar to the case in question � facebook may decline such requests where facebook determines that the information is not reasonably required for decision-making in accordance with the intent of the charter, is not technically feasible to provide, is covered by attorney/client privilege, and/or cannot or should n"
115,facebook.pdf,114,"torney/client privilege, and/or cannot or should not be provided because of legal, privacy, safety, or data protection restrictions or concerns � 2.2.3 legal review in instances where a person has not given consent to share their personal information publicly, or where the content in question discloses personal information about another identifiable individual who has not consented, facebook will have approximately three (3) days to ensure the privacy of the people who use its services is protec"
116,facebook.pdf,115,"ivacy of the people who use its services is protected by reviewing the case decision for the sole purpose of protecting the personally identifying information or data of the parties involved in the appeal and signing off on the release of the decision � facebook will not have the authority to make any substantive changes or edits to the board’s decisions, other than to ensure that the privacy of the involved individuals is protected � in instances where the board’s decision requires that content"
117,facebook.pdf,116,"s where the board’s decision requires that content be reinstated or left on the platform, facebook’s legal department will review the board’s decision prior to implementation for the express purpose of ensuring that facebook is not under a legal obligation to block access to that content � if facebook is under such an obligation, it has the right to block access to that content where appropriate � 2.3 response to and implementation of board decisions the board’s resolution on each case will be b"
118,facebook.pdf,117,"ions the board’s resolution on each case will be binding on facebook, unless implementation of a resolution could violate the law, while the policy advisory statement from the board will be considered as a recommendation � 44 on both content decisions and policy advice, facebook will publicly disclose the action it takes in response to the board’s decision � 45 21oversight board bylaws january 2022 2.3.1 implementation of board decisions facebook will implement board decisions to allow or remove"
119,facebook.pdf,118," will implement board decisions to allow or remove the content properly brought to it for review within seven (7) days of the release of the board’s decision on how to action the content � in addition, facebook will undertake a review to determine if there is identical content with parallel context 46 associated with the board’s decision that remains on facebook � if facebook determines that it has the technical and operational capacity to take action on that content as well, it will do so promp"
120,facebook.pdf,119,"ction on that content as well, it will do so promptly � facebook will be informed by the board’s decisions when refining policy in separate and similar contexts � if facebook in its determination receives valid legal notice to block content that has been reinstated or left on the platform via a board decision, facebook can block access to the content where appropriate � 2.3.2 response to board decisions and recommendations facebook will respond to all board decisions publicly through its newsroo"
121,facebook.pdf,120,"o all board decisions publicly through its newsroom � it will provide a statement documenting its implementation of each of the board’s content decisions � once implemented, facebook will also notify the posting person and reporting person (if different) � any notice will be provided in the person’s preferred language and be guided by relevant human rights principles � when the board chooses to issue a policy advisory statement, facebook will send that recommendation through its official policy "
122,facebook.pdf,121,"d that recommendation through its official policy development process or other appropriate channels � facebook will provide regular public updates via facebook’s newsroom, the public minutes of the policy development forum, or other statements � facebook will provide a public response regarding any policy recommendations and follow-on actions within sixty (60) days of that recommendation being received � 22oversight board bylaws january 2022 article 3: people section 1: case submission procedure"
123,facebook.pdf,122,"cle 3: people section 1: case submission procedure and timeline in instances where people disagree with the outcome of facebook’s decision and have exhausted appeals with facebook, a request for review can be submitted to the board by either the original poster of the content or a person who previously submitted the content to facebook for review. 47 people submitting requests for the board’s review will have the opportunity to submit relevant and informed written statements to the board. 48 1.1"
124,facebook.pdf,123,"d informed written statements to the board. 48 1.1 prerequisites and window to submit in order to request a review by the board, a person must have an active facebook or instagram account � after having exhausted facebook’s appeals process, the person who submitted that appeal will receive notice of facebook’s decision � they will also receive a reference identification number, if the content is eligible for review by the board � if that person is unsatisfied with the outcome of their appeal to "
125,facebook.pdf,124,"s unsatisfied with the outcome of their appeal to facebook, they can choose to submit their case to the board within fifteen (15) days of facebook’s final decision � a person may not resubmit a request for review for content that has been reviewed or rejected by the board previously � 1.1.1 initial appeals immediately when the board begins operations, people may request the board’s review of content that meets all of the following criteria: content types: individual pieces of content, such as sp"
126,facebook.pdf,125,"nt types: individual pieces of content, such as specific posts, photos, videos, and comments; decision types: content that has been removed for violations of content policies, now known as “community standards” or “community guidelines”, and currently within the scope for facebook’s appeals process; and services: content on facebook or instagram � 1.1.2 future technical appeals in the future, people will have the opportunity to request the board’s review of other enforcement actions, such as: co"
127,facebook.pdf,126,"s review of other enforcement actions, such as: content types: content such as groups, pages, profiles, and events, as well as advertisements; and decision types: content reviewed by facebook for potential violations of content policies (now known as “community standards” or “community guidelines”) and ultimately allowed to remain on the platform; content rated 23oversight board bylaws january 2022 “false” by third-party fact-checkers, on the basis that the content was not eligible for fact-chec"
128,facebook.pdf,127,"is that the content was not eligible for fact-checking � 1.2. requests for board review and notice of resolution requests for review will be submitted through the board’s website � notice will be provided as the case progresses � 1.2.1 case submission and information for the board a person who wishes to submit a case for the board’s review will have access to the board’s website, using an individualized identification number � they will also be able to track the progress of the submitted case an"
129,facebook.pdf,128,"ble to track the progress of the submitted case and, if it is selected, view the board’s final decision � when submitting a case to the board, people will be able to explain why they believe facebook may have made an incorrect decision on the content in question; why they believe the board should hear their case; why they originally posted the content; and how facebook’s decision could impact others � they will also have the opportunity to identify the language(s) involved and the country or cou"
130,facebook.pdf,129,"fy the language(s) involved and the country or countries to which the content relates � when a person submits a request for review, they will also be able to choose whether to consent to the inclusion of identifying details in the board’s final decision� 1.2.2 notice of case selection once a case has been selected by the board, the submitting person (and/or posting person, if different) will receive notice � if the board has not selected that case for review, notice will also be provided � 1.2.3"
131,facebook.pdf,130,"e for review, notice will also be provided � 1.2.3 notice of case decision by board once the board reaches a final decision, both facebook and the person who submitted the case will be notified at the same time � in addition, the individual who submitted the case will see the status of their case on their appeals dashboard, accessible from the board’s website � in the future, once technically feasible, facebook will share facebook’s policy rationale, submitted as part of the case file with the u"
132,facebook.pdf,131,"ale, submitted as part of the case file with the user � 49 1.2.4 notice of facebook action once the board issues a final decision, facebook will have approximately seven (7) days to implement it; facebook will also provide notice of its action(s) to the submitting person (and/or posting person, if different) � 24oversight board bylaws january 2022 1.3 supporting information a person who submits a request for review will have the opportunity to provide their rationale for the case in question � 5"
133,facebook.pdf,132,"ovide their rationale for the case in question � 50 the following resources may provide useful information, as context, for formulating their explanations: the values that inform facebook’s content policies; facebook’s community standards and instagram’s community guidelines; the minutes documenting facebook product policy forum; and the board’s previous decisions � the case submission process may be adjusted over time, in order to support increased access and transparency � 25oversight board by"
134,facebook.pdf,133,"sed access and transparency � 25oversight board bylaws january 2022 article 4: the trust section 1: trust structure the trust will ensure governance and accountability, as well as the board’s adherence to its stated purpose. 51 facebook will appoint independent trustees. 52 1.1. structure the trust carries out its purpose through the llc, whose managers are the trustees of the trust� the llc will enter into contracts (including a service agreement with each board member), pay compensation and ot"
135,facebook.pdf,134,"t with each board member), pay compensation and other operating expenses of the board, and employ administrative staff 53 to support the board’s operations � 1.2 trustee composition and size the trust will be comprised of at least three and no more than eleven individual trustees and one corporate trustee who will be selected by facebook � the trustees will be responsible for confirming future board members and ensuring that the board is operating according to its purpose and its governing docum"
136,facebook.pdf,135,"g according to its purpose and its governing documents � the trust will not have a role in reviewing cases or interfere with the board’s exercise of its independent judgment on substantive content issues� the administration will provide support to the board in connection with reviewing cases, but will not interfere with the board’s exercise of independent judgment on substantive content issues � section 2: duties the trustees will formally appoint and, if necessary, remove members for breaches o"
137,facebook.pdf,136,"t and, if necessary, remove members for breaches of the board’s code of conduct. 54 the trustees will review and approve the board’s operating budget, including member compensation, administration and other needs. 55 2.1 membership duties the trust through the llc will help ensure separation between facebook and the board by serving as the mechanism that will formally appoint and, if needed, remove members � 2.1.1 appointment of board members the trustees will formally appoint members, while ens"
138,facebook.pdf,137," trustees will formally appoint members, while ensuring that the board maintains geographic balance � 56 candidates approved by the board will be promptly referred to the trustees for review, along with such supporting documentation as the trustees may reasonably request, such as curricula vitae� trustees will either review and appoint or reject candidates within thirty (30) days, upon receipt of recommendation(s) from the board � 26oversight board bylaws january 2022 2.1.2 removal of board memb"
139,facebook.pdf,138,"rd bylaws january 2022 2.1.2 removal of board members a member may only be removed, prior to the expiration of their term, if the trustees have determined that that member has violated the code of conduct � 57 members will not be removed due to content decisions they have made � the individual trustees may receive, verify, and act upon requests to remove members based on violations of the code of conduct � these requests may come from the board, the director, or the public � the individual trust"
140,facebook.pdf,139,"the director, or the public � the individual trustees may also take action on their own to remove a member of their own accord, based on the standards above � 2.1.3 appointment and removal of board officers the trustees will formally appoint co-chairs that have been recommended by the outgoing co-chairs of the board � co-chair candidates will be promptly referred to the trustees for review � the individual trustees will review and either appoint or reject candidates within fifteen (15) days, upo"
141,facebook.pdf,140,"or reject candidates within fifteen (15) days, upon receipt of recommendation(s) from the board� officers may have their responsibilities as officers revoked by a supermajority vote of the board, subject to approval by the individual trustees � 2.2 operational oversight and fiduciary duties the purpose of the trust will be to maintain administrative and process oversight, whereas the purpose of the board will be to exercise independent judgment on substantive content issues� in practice, this me"
142,facebook.pdf,141,"n substantive content issues� in practice, this means that the trustees will be responsible for the safeguarding of the assets in the trust, in addition to overseeing the annual review and approval of the board’s budget � 2.2.1 trust assets the trust will protect the funding and management of resources allocated to support the board’s infrastructure and operations by reviewing and approving the annual operating budget of the board; reviewing and approving expenditures that may arise but are not "
143,facebook.pdf,142,"approving expenditures that may arise but are not included in this annual budget of the board; developing, approving, and implementing the investment strategy and allocation of the trust assets; and requesting additional funding from facebook to support the ongoing operations of the board, after conducting a review of the board � with the consent of the individual trustees, the corporate trustee will provide administrative and coordination support to ensure that the trust can carry out these dut"
144,facebook.pdf,143,"t to ensure that the trust can carry out these duties � 2.2.2 budget approval the trust will retain responsibility for approving the board’s annual budget each calendar year� in reviewing each annual budget, the trust will consider whether the budget complies with the board’s stated purpose, reasonably reflects operational needs, and accurately accounts for spending in the prior year � the trust will ensure that the administration is adequately funded to support 27oversight board bylaws january "
145,facebook.pdf,144,"unded to support 27oversight board bylaws january 2022 the demands of their position, scope of responsibilities, and volume of cases submitted for board review � 28oversight board bylaws january 2022 article 5: amendments section 1. bylaws amendments these bylaws may be amended only with the approval of a majority of the individual trustees and with the agreement of facebook and a majority of the board. 58 the board will have the authority to amend article 1, sections 1, 2, and 4 of these bylaws"
146,facebook.pdf,145,"nd article 1, sections 1, 2, and 4 of these bylaws by a vote of two-thirds of the board, provided that no amendment it makes to these sections will contradict the board’s charter � it may also seek to amend article 1, section 3 as well, through a two-thirds vote of the board and with the agreement of facebook � facebook will agree to such amendments where it has determined that it is technically, operationally, and legally capable of doing so � facebook will have the authority to amend article 2"
147,facebook.pdf,146,"acebook will have the authority to amend article 2, sections 1 and 2 of these bylaws, after consulting with the board and the trustees, provided that no amendment it makes to these sections will contradict the board’s charter � in addition, facebook must secure the concurrence of the board, through a two-thirds vote, to amend these sections in such a way where doing so would remove a previously granted authority to the board � facebook will have the authority to amend article 3, section 1 of the"
148,facebook.pdf,147,"the authority to amend article 3, section 1 of these bylaws, after consulting with the board and the trustees, provided that no amendment it makes to this section will contradict the board’s charter � the individual trustees may amend article 4, with the consent of facebook and the corporate trustee, to the extent that the individual trustees deem it necessary or advisable to carry out the purpose of the trust � notwithstanding anything herein to the contrary, any amendment to these bylaws that "
149,facebook.pdf,148," the contrary, any amendment to these bylaws that relates to or increases the obligations or duties of a particular trustee requires the consent of such trustee � 29annex 30bylaws definitions administration : the full time staff of the llc providing administrative support to the oversight board in its day-to-day operations � annual report : the yearly report of the oversight board’s operations prepared and published by the oversight board � case: any appeal submitted to the oversight board for r"
150,facebook.pdf,149," any appeal submitted to the oversight board for review � case file: the materials prepared to supplement the appeal submitted to the oversight board for review � case management tool : the platform used by the oversight board to receive and review case submissions, and collect and store case files � case manager : a member of the administration responsible for reviewing cases and case submissions � case submission : referral of a case for review by the board by people or by facebook� code of co"
151,facebook.pdf,150," by the board by people or by facebook� code of conduct : the document that establishes the norms, procedures, and proper practices expected of a board member and the administration � committee: a sub-group of the oversight board formed to address specific operational needs of the board, such as the case selection or membership � content types : organic content created by users on facebook or instagram, including posts, photos, videos and comments � decision : the oversight board’s final determi"
152,facebook.pdf,151,s � decision : the oversight board’s final determination on a piece of content upon the completion of the relevant case review � facebook policies : facebook and instagram’s content policies and procedures that govern content on the platform (e �g� community standards or community guidelines)� facebook values : the principles that inform how facebook develops its policies � implementation : the actions that facebook undertakes to execute decisions made by the oversight board � llc: oversight boa
153,facebook.pdf,152,"s made by the oversight board � llc: oversight board llc, a delaware limited liability company � llc agreement: oversight board llc limited liability company agreement, effective as of october 17, 2019, as may be amended � majority : more than half of the votes of the board members deciding on a particular matter based on the number of members present � month: the twelve periods by which a year is divided � officer : any member of the oversight board serving as the officer � 31panel: five member"
154,facebook.pdf,153,oard serving as the officer � 31panel: five members of the oversight board assigned to review a particular case � posting person/party : the person who originally posted a piece of content to facebook or instagram � quorum: a majority of the board members required to be in attendance of the meeting (either in-person or via any means of electronic communications) in order for the board to be able to make a decision on any matter � region: one of the following regions: united states and canada; la
155,facebook.pdf,154,he following regions: united states and canada; latin america and the caribbean; europe; sub-saharan africa; middle east and north africa; central and south asia; and asia pacific and oceania � recommendations portal : a public platform used to submit recommendations for candidates for future oversight board members � renewal: a process by which the board members and officers continue to serve after the expiration of the initial term of service � reporting person/party : the person who reported 
156,facebook.pdf,155," reporting person/party : the person who reported content to facebook, instagram, or the board for review � services : internet services, such as facebook and instagram � term: a period of time during which a board member, co-chair, member of a committee, the director or an officer, serves on the board or provides services to the board as set out in the charter, bylaws and relevant individual agreements � trust agreement: the agreement establishing the trust entered into by facebook and the trus"
157,facebook.pdf,156,"ng the trust entered into by facebook and the trustees � trustees: any one or more of the individual trustees, the corporate trustee, the individual managers or the corporate manager, in each respective capacity, authorized by the trust agreement and/or the llc to carry out the action specified in the bylaws � the individual trustees and the corporate trustee are the fiduciaries who will carry out the provisions of the trust agreement either jointly or severally, as applicable � each individual "
158,facebook.pdf,157,"tly or severally, as applicable � each individual trustee also serves as individual manager of the llc and the corporate trustee or its appointee also serves as corporate manager of the llc, and any one or more of the individual managers or the corporate manager, either jointly or severally, as applicable, have certain powers and authorities under the llc agreement � vote: the expression of a preference on a particular matter by a member of the oversight board regarding a decision to be made by "
159,facebook.pdf,158,"versight board regarding a decision to be made by the oversight board � bylaws definitions 32introduction the following code of conduct sets forth the rules and guidelines that govern the personal and professional conduct for all board members (“members”) and staff of the oversight board (“board”) � the board expects that members and staff will follow both the letter and spirit of this code of conduct, which is grounded in the principles of independence, accountability and impartiality; professi"
160,facebook.pdf,159,"endence, accountability and impartiality; professionalism, integrity and diversity; and confidentiality � members and staff alike must demonstrate independent judgment and impartiality when making decisions and fulfilling their duties � their acts cannot be unduly influenced nor perceived to be unduly influenced by external factors or bias, and wherever possible acts should be transparent and explained to avoid any misperception of undue influence � members and staff must conduct themselves, bot"
161,facebook.pdf,160,"e � members and staff must conduct themselves, both in their professional and personal capacities, with the highest integrity � that means avoiding even the appearance of impropriety and flagging all potential conflicts through proper channels � the issues the board will address will be complex and contentious, which is why a deep commitment by members and staff to collegiality and professionalism are critical to the work of the board � finally, members and staff must uphold the highest standard"
162,facebook.pdf,161,"members and staff must uphold the highest standards of confidentiality and take all appropriate measures to safeguard the trust of users in this institution � while this document is meant to guide the conduct of board members and staff, it is not exhaustive � independence and impartiality members and staff must not allow their personal, social, professional, or other relationships to unduly influence their official conduct or judgment � similarly, members should not allow themselves or the board"
163,facebook.pdf,162,", members should not allow themselves or the board to be used to advance or appear to advance the private interests of others in performing his, her or their duties � article 1. conflicts of interest conflicts of interest may be caused by financial, personal or professional conflicts that may contravene their ability to make impartial decisions � accordingly, members, staff, and their immediate family will not create or maintain conflicts of interest, which include but are not limited to the fol"
164,facebook.pdf,163,"rest, which include but are not limited to the following: code of conduct 33 financial conflicts of interest that may impact the ability of board members or staff to perform their duties, such as: (1) receiving gifts, entertainment, travel, loans or financial assistance; or (2) soliciting funds or other contributions on the basis of their position with the board � these actions may constitute a violation of this code of conduct where prior approval from the director has not been received � perso"
165,facebook.pdf,164,"al from the director has not been received � personal or professional conflicts of interest that may impact (or appear to impact) the ability of board members or staff to perform their duties, such as: (1) being a former or current employee of facebook, inc � or having an immediate family member employed by facebook, inc �; or (2) participating as an adverse party or a member of a law practice in any litigation or legal dispute with facebook � political conflicts of interest that may impact (or "
166,facebook.pdf,165,"litical conflicts of interest that may impact (or appear to impact) the ability of board members or staff to perform their duties, such as: (1) politicized or partisan public expression of support or criticism of a political party, political candidate, or elected official; or (2) public fundraising in support of a political party, political candidate, or elected official � other conflicts of interest that in any way compromise or appear to compromise the independence of members or staff in perfo"
167,facebook.pdf,166,"mise the independence of members or staff in performing their official duties � article 2. recusals members who have identified or have been identified by the director or co-chairs as having a conflict of interest will immediately recuse themselves from reviewing a case � if the conflict of interest is not deemed by the director to rise to the level of recusal, it will be noted and documented by the staff for future use � the names of non- participating board members will generally not be public"
168,facebook.pdf,167,"ipating board members will generally not be publicly released with the final decision � article 3. disqualifications as a condition of their service, board members and staff must disclose any matters outlined in “appendix a: disqualification conditions or required disclosures” below � should any of these conditions arise during a board member or staff’s tenure, they must immediately inform the director or co-chairs � such cases that impact board members will be reviewed by the trustees and those"
169,facebook.pdf,168,"members will be reviewed by the trustees and those that impact staff code of conduct 34will be reviewed by the director � professionalism and integrity all members and staff of the board are expected to uphold high professional standards and collegiality, in terms of their conduct and behavior, while acting in their official and unofficial capacities � to maintain high standards of business conduct and ethics, members and staff must act in a manner that is on behalf of and in the interest of the"
170,facebook.pdf,169,"er that is on behalf of and in the interest of the board, the people that the board serves, and the values and objectives it is tasked with upholding, in accordance with the charter, bylaws and this code of conduct � article 4. gifts board members, staff, and their immediate family will not directly or indirectly accept any gift, entertainment, travel, or financial assistance from an interested party that could be reasonably perceived as being intended to influence board member or staff performa"
171,facebook.pdf,170,"tended to influence board member or staff performance or compromise their independence � any offers should be discussed with and approved in advance by the director of oversight board (“director”) � if attending a conference or event, and the host offers members or staff a tangible gift (including travel and accommodations) for attendance or presentations (whether or not this is offered to all participants), members and staff must follow the guidance in this section to determine whether to accep"
172,facebook.pdf,171,"ance in this section to determine whether to accept such a gift, as well as declare receipt of the gift to the director� such gifts will be recorded for reporting purposes to the trustees � article 5. interactions with government officials board members, staff, and their immediate family will not interact with government officials (including the immediate family members of government officials) regarding their service on the board and/or the cases that they are reviewing � article 6. other outsi"
173,facebook.pdf,172,"s that they are reviewing � article 6. other outside business board members, staff, and their immediate family members will not interact with business partners or other individuals in a manner that does not comply with the u �s� foreign corrupt practices act and any other applicable anti-corruption laws � article 7. non-discrimination and harassment members and staff are expected to comply with all applicable laws, as well as policies of the llc, regarding harassment and discrimination � code of"
174,facebook.pdf,173," regarding harassment and discrimination � code of conduct 35code of conduct any member who feels that they have been subjected to, witnessed, or retaliated against in connection with harassment or discrimination of any kind, should immediately report the matter to the director, as outlined in article 11 below � if the matter relates to the director, it should be reported to the trustees � article 8. additional agreements members and staff must abide by the terms of any service agreement that th"
175,facebook.pdf,174,"bide by the terms of any service agreement that they enter into with the llc � as a condition of continued service, the llc may also require members to enter into additional agreements with facebook in connection with the board’s overall ability to review cases� those include, but are not limited to, agreements providing for confidentiality, data protection or assignment of copyright obligations � any violation of, or failure to comply with, any of the above described agreements will be treated "
176,facebook.pdf,175,"of the above described agreements will be treated as a violation of this code of conduct and may result in the termination of a board or staff member’s service with the board or result in them being prohibited from providing services to facebook� confidentiality of board operations the board is committed to transparently communicating the outcomes of case decisions, as enshrined in the charter and bylaws � for the purposes of case deliberations and ongoing work, members and staff must keep confi"
177,facebook.pdf,176,"nd ongoing work, members and staff must keep confidential all case information, information about their colleagues, the process for deliberations, and the operations of the board � article 9. confidential information the protection of user data and confidential information is of critical importance for preserving public trust in the board as an institution � in addition, it is a necessary precondition for the board to continue its operations � therefore, members and staff must adhere to the agre"
178,facebook.pdf,177,"erefore, members and staff must adhere to the agreement(s) they sign as conditions of their employment � article 10. communications members and staff must direct any external inquiries, requests for appearances, and/or communications related to their service on the board to the director, who will be charged with implementing the board’s communications policies � these policies will ensure that public communications by board members and staff will be carried out in a way that is privacy protectiv"
179,facebook.pdf,178," be carried out in a way that is privacy protective and reflects the board’s purpose as a collective decision-making body � 36additional guidance article 11. procedures for reporting violations of the code of conduct members and staff must immediately report violations or suspected violations of this code of conduct to the director � if any code of conduct violation also potentially involves criminal activity, it must be reported to law enforcement authorities immediately � in the case of a viol"
180,facebook.pdf,179,"nt authorities immediately � in the case of a violation involving the director, it should be reported to the trustees � in making a report of a violation or suspected violation of this code of conduct, members and others must act in good faith and have reasonable grounds for believing that the information disclosed indicates a violation � the trustees, in the case of an alleged violation by the director, will appropriately investigate any report of a violation � the llc will keep its discussions"
181,facebook.pdf,180,"of a violation � the llc will keep its discussions and actions regarding reported violations or suspected violations confidential and in compliance with applicable laws and regulations � the llc will not retaliate against anyone making a good faith report of a potential violation � members and staff must cooperate fully with any investigation, and should not independently investigate any alleged violations as any such action could compromise the integrity of a formal investigation � discipline o"
182,facebook.pdf,181,"integrity of a formal investigation � discipline of board members for a violation of this code of conduct, or any other applicable law or policy, may range from a warning up to and including termination of service, to be decided at the discretion of the trustees � discipline of staff for a violation of this code of conduct, or any other applicable law or policy, may range from a warning up to and including termination of service, to be decided at the discretion of the director� in addition, fail"
183,facebook.pdf,182," the discretion of the director� in addition, failure to report a known violation of this code of conduct, or any other applicable law or policy, may also result in disciplinary action � the llc’s response to reports of possible violations of law may involve disclosure to, and cooperation with the appropriate authorities � any questions about this code of conduct or the policies contained herein or questions regarding any matter that could affect the actual or perceived independence, integrity, "
184,facebook.pdf,183," the actual or perceived independence, integrity, or professionalism of the board should be directed to the director � article 12. amendments this code of conduct may be amended with the approval of the trustees� it is the members’ obligation to be aware of, and abide by, the policies contained in this code of conduct and any amendment thereto � code of conduct 37article 13. applicable law board members and staff must follow all applicable laws and regulations, as well as this code of conduct, a"
